location,title,company,salary,summary
"New York, NY 10016 (Gramercy area)",Marketing Research Analyst/Consumer Insights Analyst,        The Forum Group,55000.0,"Involved in all aspects of project management life cycle including writing screeners, questionnaire design, developing tab and banner plans, testing survey..."
"Manhattan, NY",Field Scientist,    DEPT OF PARKS & RECREATION,62693.0,
"Paramus, NJ",Analytics Manager,        Smith Hanley Associates,140000.0,
"Manhattan, NY",Overdose Prevention Coordinator,        DEPT. OF HOMELESS SERVICES,83421.5,"Perform data collection and track and analyze naloxone distribution data and overdose reversal reports, create and manage reports, prepare quarterly Intranasal..."
"New York, NY",Manager - Predictive Modeling,        Oliver James Associates,170000.0,
"New York, NY 10010 (Gramercy area)",Innovative Ad-Tech Company Seeks a Senior Fullstack Javascri...,        Jobspring Partners,145000.0,"You’ll work closely with multiple Front End Engineers, a Data Scientist, a Backend Engineer, Interactive Designers, and an Art Director...."
"New York, NY",Equity Research Analyst,        Execu | Search,85000.0,"Evaluate current and long-term trends across several industries. Execute in-depth industry analysis using resources such as market data, economic news and..."
"New York, NY",Policy Analyst,    DEPT OF ENVIRONMENT PROTECTION,65977.0,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"Chicago, IL",Data Engineer,    Enodo Score,80000.0,"Working and communicating effectively with an interdisciplinary team of data scientists, software engineers and real estate industry experts...."
"Chicago, IL",Data Scientist,        Huxley Associates,100000.0,The Data Scientist will be involved with business critical projects and will be working with brand new technology while using machine learning techniques....
"Chicago, IL","Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,94100.0,"Participate in discussions with key stakeholders, such as Underwriting, and GS Analytics modeling team consisting of data scientists to support development of..."
"Chicago, IL",Data Scientist,        Jobspring Partners,130000.0,"The role will allow you take ownership of your work, and continuously learn from intelligent and hard-working data scientists...."
"Chicago, IL",Data Scientist -Fitness/Wellness Firm,    Hirewell,120000.0,"Expertise in text mining, NLP methods, information extraction and/or machine learning. Bring structure to large quantities of data - turn unstructured data into..."
"Chicago, IL","Data Scientist (Python, Spark, AWS)",        Workbridge Associates,92500.0,A digital marketing firm located in River North is looking for a Data Scientist to join their growing analytics team....
"Evanston, IL",Data Scientist,    Hirewell,150000.0,"Contribute to implementing our distributed data and analytics platform in an elastic fashion. Data skills, whether relating to data size, speed requirements,..."
"Chicago, IL","Lead Data Scientist (Tableau, RShiny, D3)",        Workbridge Associates,130000.0,"The ideal candidate will have a strong sense of predictive modeling or machine learning experience and has been hands on using Python, R, Hadoop, Spark, and..."
"Chicago, IL",Quantitative Analyst,    Huxley Banking & Financial Services,100000.0,"This Chicago based position is for an Investment Analyst with a focus on OTC Derivatives within the UMR Group, reporting to the VP of Quantitative Analytics...."
"Chicago, IL",Machine Learning Engineer,        Jobspring Partners,135000.0,"Currently, they are seeking a Machine Learning Engineer who has experience with Python, Computer Vision/Deep Learning, and ElasticSearch...."
"Chicago, IL",Quantitative Risk Analyst,    Huxley Banking & Financial Services,90000.0,"Strong technical skills in VBA, Python, and SQL. Do you love working on a variety of projects that involve complex modeling methods and exciting technology?..."
"Chicago, IL",Data Scientist (Machine Learning),        Workbridge Associates,130000.0,A fast growing data analytics consulting shop is looking expand the development team by adding a Data Scientist in their Chicago office....
"Chicago, IL 60603 (Loop area)",Lead Data Scientist,        Jobspring Partners,150000.0,Join one of America’s leaders in providing health benefits as a Lead Data Scientist. This opportunity will allow you to lead the development of Machine Learning...
"Chicago, IL",Lead Data Scientist (NLP),        Workbridge Associates,135000.0,"The ideal candidate will have strong machine learning, data mining, and natural language processing experience...."
"Chicago, IL",Open Source Geniuses,    Hirewell,120000.0,"As a Software Engineer, you will join our Chicago-based technology team, working collaboratively with other engineers, analysts, and data scientists to serve..."
"Chicago, IL 60603 (Loop area)",CTO,        Workbridge Associates,120000.0,A rare opportunity has opened up within Chicago’s machine learning market! Interest in Data Science is a huge plus....
"Chicago, IL",Research Analyst-Clearing House,    Huxley Banking & Financial Services,90000.0,"Research Analyst-Top Clearing House My client, a high end Clearing Firm is looking to hire a Research Analyst to join their team. The Research Analyst will"
"Chicago, IL",Lead Data Scientist,    Harnham,250000.0,"Their team of engineers, data scientists and domain experts employ advanced technologies to run computational analytics, build representational models and..."
"Chicago, IL",Research Analyst-Clearing House,        Huxley Associates,90000.0,
"Downers Grove, IL",Sr. Machine Learning Developer,    All-In Analytics,75000.0,
"Chicago, IL 60603 (Loop area)",Full Stack Developer,        Workbridge Associates,90000.0,A rare opportunity has opened up within Chicago’s machine learning market! Interest in Data Science is a huge plus....
"Chicago, IL","Predictive Modeling, Director",        Analytic Recruiting,125000.0,"Analytics, SAS, R, SPSS, Marketing Analytics, Modeling, Statistics, Predictive, marketing mix, media. Crafting the methodology, to data modeling using tools..."
"Chicago, IL",Environmental Soil Scientist,        Metropolitan Water Reclamation District of Greater...,95932.5,"Appointment is subject to successfully passing a physical examination, a drug test, and a criminal history background investigation...."
"Chicago, IL",Senior Statistical Analyst,        Smith Hanley Associates,85000.0,"Experience with web analytics tools such as Adobe Analytics, Google Analytics, WebTrends a plus. Experience in modeling, forecasting, segmentation and data..."
"Chicago, IL 60604 (Loop area)",Principal Machine Learning Engineer,        Jobspring Partners,160000.0,4+ years experience with data analytics. We are looking to bring on a Principal Data Scientist to join our growing data engineering team in the Loop....
"Rosemont, IL",Statistical Analyst,        Smith Hanley Associates,75000.0,Smith Hanley Associates is the premier recruiting agency serving the analytics and data science industry. Experience in R a plus....
"Chicago, IL",Study Based Research Position in the State of Road Island &...,    RASS BIOSOLUTION PVT LTD,60000.0,_ Research Scientist*. _ Pharma / Biotech / Clinical Research*. The candidate will have to compile the report and data on a real time basis to produce the...
"Chicago, IL",Senior Statistical Modeler,        Smith Hanley Associates,85000.0,Smith Hanley Associates is the premier recruiting agency serving the analytics and data science space. -Ability to manipulate complex data sets and communicate...
"San Francisco, CA",Jr. Customer Success Manager,    Smarking,55000.0,"As an early member of our team, you’ll work to serve as a trusted point of contact for Smarking customers, from the point of sale through on boarding, project..."
"San Francisco, CA",Sr. Customer Success Manager,    Smarking,80000.0,"Smarking is a group of driven data scientists, MIT PhDs, engineers, transportation nerds, and business professionals working to introduce elegant solutions to..."
"Santa Clara, CA","Principal Software Engineer, Data Science",    MatchPointe Group,125000.0,"Scientific Programming experience with Python – Numpy / Pandas / SciKitlearn / Matplotlib. Principal Software Engineer, Data Science...."
"Santa Clara, CA","Principle Scientist, Data Science, System integration",    MatchPointe Group,125000.0,"Principal Scientist, Data Science, System Integration. Develop a Bio-Physics understanding of the root mechanisms behind the data analysis...."
"San Jose, CA 95113 (Downtown area)",Senior Machine Learning Data Scientist,        Workbridge Associates,150000.0,Leading provider of mortgage software solutions has founded a new high-visibility Data Engineering & Machine Learning organization and is seeking Data...
"Mountain View, CA 94039",Senior Data Scientist,        Workbridge Associates,200000.0,"A fast paced startup in Mountain View is taking on social media marketing and looking for a Senior Data scientist to join their ranks, can pay up to $200k...."
"Mountain View, CA 94043",Big Data Engineer,        Jobspring Partners,170000.0,"Drawing on your depth of knowledge of the Hadoop ecosystem and data analytics you’ll be responsible for solving challenging real-life, customer use cases in..."
"San Jose, CA 95113 (Downtown area)",Machine Learning Engineer - Computer Vision,        Jobspring Partners,190000.0,"Experience with robotics, machine learning, visual recognition, UAVs a plus. Competitive salary, equity, paid time off, medical, dental and vision benefits,..."
"San Diego, CA 92122","Staff Product Manager, Compliance Testing – Consumer Electro...",        Tristaff Group,127500.0,"Principal Technical Product Manager, DRM, digital rights management, streaming video, media, game consoles, gaming, blueray, , open source, User Interface, ,..."
"Los Angeles, CA",Research Analyst - Legal,    Fawkes IDM,77500.0,"Performing legal, business and scientific reference and research using a variety of free and fee-based databases and websites...."
"Los Angeles, CA",scientist,    Liberos LLC,50000.0,"Screen/Store/Transmit psychophysiological data. Scientific publications, esp neuroscience journals. Experience applying psychophysiological sensors...."
"Los Angeles, CA",Computer Vision Data Scientist,    MACP Los Angeles,185000.0,We are looking for a Senior Data Scientist with experience applying state of the art machine learning algorithms to massive data sets.Some of the projects that...
"Los Angeles, CA","MEDICAL TECHNOLOGIST, DATA SYSTEMS",        Los Angeles County Department of Human Resources,88765.0,"Clinical Laboratory Scientist, Limited Clinical Laboratory Scientist, Clinical Microbiologist Scientist License, or Public Health Microbiologist Certificate..."
"Los Angeles, CA","RESEARCH ANALYST III, BEHAVIORAL SCIENCES",        Los Angeles County Department of Human Resources,79758.5,Until the needs of the service are met and is subject to closure without prior notice. DEPARTMENT OF HEALTH SERVICES....
"Los Angeles, CA",Principal Data Scientist,    Harnham,160000.0,Principal Data Scientist. YOUR ROLE AS PRINCIPAL DATA SCIENTIST. Initially the role holder will be an individual contributor but the position does have the...
"Northridge, CA 91324",Research Scientist,        Arete Associates,104500.0,"Sensor applications including EO/IR and radar, data analysis, signal processing, machine learning, algorithm development...."
"Los Angeles, CA",Data Entry & Analysis Specialist,    FullDeck,37500.0,"This person will work autonomously in a very collaborative team environment alongside Data Scientists, Engineers, and Media colleagues and will take complete..."
"Los Angeles, CA",Senior Backend Data Engineer,        LT,190000.0,Our data team consists of three data analysts and three data scientists. Develop highly scalable realtime data pipelines to power data driven products and...
"Los Angeles, CA",Java Engineer,        LT,190000.0,Our data team consists of three data analysts and three data scientists. Your insurance benefits are all top of the line including 100% employer paid health...
"Los Angeles, CA",Lead Android Developer,        LT,200000.0,Our data team consists of two data analysts and two data scientists. Your benefits are all top of the line including 100% employer paid health insurance with...
"Los Angeles, CA",Property and Casualty Predictive Modeler #74851,    Ezra Penland Actuarial Recruitment,160000.0,"Client prefers this data scientist to have 8 to 15 years of experience, approximately. Must have experience with advanced statistical analysis of insurance..."
"Pasadena, CA",LC/MS Clinical Laboratory Scientist,    Lighthouse Recruiting,95000.0,Established and expanding clinical toxicology laboratory seeking to add an experienced LC/MS Clinical Laboratory Scientist to their team....
"Los Angeles, CA",Ad Operations Manager,        LT,87500.0,"There is currently three Data Scientists. Data Science is using R, Hadoop, Spark, Python and more. Oversee daily reporting and regularly manage A/B tests,..."
"Santa Monica, CA",Data Scientist,    Workpop,80000.0,"As a data scientist on our fast-moving team, you will be involved in every aspect of growing Workpop as a data-oriented business...."
"Washington, DC",SVP Big Data and Analytics,    Harnham,250000.0,"Client Solutions, Predictive Analytics, Big Data, Marketing, Customer Insight, Optimization, ROI, Consultancy, SAS, SQL, Machine Learning, Solutions Architect,..."
"Washington, DC","Senior Software Engineer (Data Engineer, IoT)",        Jobspring Partners,135000.0,"IoT, Big Data, Java, Scala, Python, Analytics, Sensor, Machine Learning, Spark, Accumulo, Kafka, RabbitMQ, ETL, NoSQL, Storm, Data Scientist, Github...."
"Somerville, MA",Technical Data Analyst,    Sharp Action LLC,72500.0,Put data models (from data scientist) into production. Automate data scrubbing for machine learning model input....
"Boston, MA",Data Visualization Research Specialist,    Northeastern University - Network Science Institut...,50000.0,Must be able to contribute to an interdisciplinary research initiative using strong project management and communication skills working closely with its...
"Boston, MA",Machine Learning Engineer,        Darwin Recruitment,175000.0,"Apply machine learning, NLP and deep learning methods to huge data sets. Natural language processing, machine learning, machine vision, collaborative filtering,..."
"Boston, MA","Director II, Applied Science, Solaria Labs",        Liberty Mutual,163200.0,"Job Responsibilities Manage and develop a multi-disciplinary team of applied scientists. In parallel, advise 3-5 other Solaria Labs teams on how to use..."
"Boston, MA",Sr. Quantitative Analyst,        Huxley Associates,200000.0,"ClariFi, Excel, R, Matlab or SQL. The Analyst will focus on Equity research across a number of key initiatives and provide investment insights through the use..."
"Boston, MA",Quantitative Data Scientist,        Huxley Associates,175000.0,"Extensive experience (7+ years) with big data, analytics, machine learning, and modeling. Responsibilities of senior data scientist:...."
"Cambridge, MA","Scientific Director, Oncology/ RNA Diagnostics",    TEC Group International,175000.0,"Deep technical understanding of relevant technologies for sample extraction, target amplification, multiplex assay, qPCR, next generation sequencing detection..."
"Boston, MA",Machine Learning Engineer,        Workbridge Associates,125000.0,They also host machine learning seminars each week to allow for a collaborative and learning work environment....
"Boston, MA",Senior Data Scientist,        Huxley Associates,140000.0,A Global Insurance provider is looking for a Senior Data Scientist to join their growing Data Analytics group....
"Boston, MA 02116 (South End area)",Machine Learning Engineer,        Jobspring Partners,147500.0,Established software product company located on the North Shore of MA is diving in to the exciting world of Machine Learning....
"Cambridge, MA 02139 (Area IV area)",Senior Research Scientist,        Jobspring Partners,160000.0,"This team is looking for a lead, and two senior data scientists to jump start the deep learning techniques on their team...."
"Boston, MA","Data Scientist - Fintech startup, R, Python, big data",    The Bivium Group,140000.0,"Pattern recognition or machine learning• data mining, manipulation, analysis, charting and other visualization and reporting tools...."
"Marlborough, MA","NLP DATA SCIENTIST, HEALTHCARE ANALYTICS",    Harnham,120000.0,Data Scientist | Natural Language Processing | Statistical Methods | Predictive Analytics | Machine Learning | Advanced....
"Boston, MA",Sr. Data Architect,    All-In Analytics,190000.0,"The dashboards will be internationalized and used by our data associates, research scientists, and managers around the world...."
"Watertown, MA 02472",Entry Level Analytical Chemist,"    480 Biomedical, Inc.",50000.0,"We are a multi-disciplinary team of biologists, chemists, materials scientists, and engineers, working in close collaboration to understand the biology of..."
"Cambridge, MA 02139 (Area IV area)",Logistics Technician,        Abcam,38500.0,"Abcam Logistics is focused on providing the world’s best research tools to scientists everywhere, helping them achieve their mission, faster...."
"Boston, MA",SQL*Server Database Developer,"    Horizons Recruitment, Inc.",145000.0,We're looking for a software engineer with deep knowledge of the Microsoft platform and strong ETL development experience to join a small team of computer...
"Boston, MA",Market Research Analyst,    AP Staffing,36000.0,Ability to maintain attention to detail while accurately interpreting source data. Experience in a data driven or research based role using primary and...
"Boston, MA",Biostatisticians / Boston / Precision Medicine,    Invenia Resourcing,120000.0,
"Boston, MA",Clinical Laboratory Surveyor,        Commonwealth of Massachusetts,73570.5,"The mission of the Massachusetts Department of Public Health (DPH) is to prevent illness, injury, and premature death, to assure access to high quality public..."
"Cambridge, MA",Cognitive / AI Data Scientist,    AA Search,160000.0,"Master’s degree or Ph.D in Computer Science, Applied Statistics, Engineering, Mathematics, Physics or other qualitative discipline with specialization and..."
"Boston, MA 02108 (Back Bay-Beacon Hill area)",Data Scientist,    Corporate Consulting Services,140000.0,"Python, R, machine learning, natural language processing, business intelligence tools, online marketing analytics tools, advanced Microsoft Excel.• Expertise in..."
"Maynard, MA",Laboratory Technician I - Forensic Biology,        Commonwealth of Massachusetts,42421.5,
"Quincy, MA",E-mail Marketing Rockstar - Manager,    IntelyCare,70000.0,"Team player, comfortable working with design/UX, engineers, data scientists, and product managers. Create and execute test plans around subject lines, timing,..."
"Pittsburgh, PA",Laboratory Technician,        The University of Pittsburgh,30810.0,The main task will be to assist scientists conducting their experiments in cellular and molecular immunology. Procedures also include handling of nucleic acids...
"Philadelphia, PA",Program Manager - Data Analysis/Insider Threat,    Pamir Consulting,85000.0,"Serve as global subject matter expert for Intellectual Property & Trades Secret Protection event and data management system, and provide guidance and assistance..."
"Cherry Hill, NJ",Scientist,    HumanEdge,97500.0,"Utilize advanced chemical knowledge, data, modeling and statistical tools to solve technical challenges. This full-time position offers excellent benefits,..."
"Atlanta, GA",Laboratory Aide 3,        Georgia Department of Public Health,24000.0,"Under broad supervision, assists technicians and laboratory scientists with data or specimen collection and laboratory procedures...."
"Roswell, GA",Real Estate Research Analyst,    Jumpvine,55000.0,"Are you naturally organized and detailed oriented and enjoy solving problems?If the above sounds like you, then our client,a well-established claims management..."
"Creve Coeur, MO",Applied Statistician,"        Advance Services, Inc.",65000.0,"A solid knowledge base in applied statistics, data interrogation and modeling is required. Analyzes and interprets data from various sources...."
"St. Louis, MO",Data Scientist/Predictive Modeler -- Life/Health-7658,    S.C. International,125000.0,"Qualified candidates should possess an advanced skill set with some combination of SAS, R, Python, MATLAB, SQL, VBA, etc. Actuaries with prior experience in..."
"St. Louis, MO",Statistical Data Analyst - Pathology & Immunology,        Washington University in St. Louis,52566.5,SAS experience and proficiency with data analysis and/or data management. Performs data querying and management and/or data analysis for investigators using...
"St. Louis, MO","Director, Data Analysis",    The McManness Group,140000.0,"Develop and champion adoption of population health analytics programs, including affordability, quality and health outcomes...."
"St. Louis, MO",Clinical Research Data Analyst - Pediatrics Computing Facili...,        Washington University in St. Louis,61183.0,"Serves as a resource to provide faculty and clinical research staff with full-service comprehensive data query and analysis, using new or existing clinical..."
"St. Louis, MO",Clinical Informaticist I - Siteman Cancer Center,        Washington University in St. Louis,54963.5,"Requires a Bachelor's degree in computer science, informatics, or health science field and up to two years of related clinical or research experience...."
"St. Louis, MO",Staff Scientist - The Genome Institute,        Washington University in St. Louis,54095.5,"Development and implementation of flexible systems for storage and access of large phenotypic and genetic data sets, and extensive interaction with internal and..."
"St. Louis, MO",Staff Scientist - Radiology,        Washington University in St. Louis,52842.0,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Performs complex statistical analysis of data collected..."
"St. Louis, MO",Research Scientist I,        Washington University in St. Louis,54095.5,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Conducts literature searches related to research project...."
"St. Louis, MO",Staff Scientist - Biochemistry & Molec Biophysic,        Washington University in St. Louis,54095.5,Performs complex statistical analysis of data collected and writes interpretative reports. Conducts literature searches related to research project....
"St. Louis, MO",Staff Scientist - Biochemistry & Molecular Biophysics,        Washington University in St. Louis,54095.5,"Ability to analyze and interpret experimental data and to communicate data in a clear, concise manner. Computer literacy including the ability to use a variety..."
"St. Louis, MO",Staff Scientist - Developmental Biology,        Washington University in St. Louis,52842.0,Performs complex statistical analysis of data collected and writes interpretative reports. Conducts literature searches related to research project....
"Berkeley, CA 94705",Sr Data Scientist/Solution Architect,    Redfish Technology,250000.0,"As a Solution Architect, you are responsible for leading a team consisting of highly skilled data engineers, data scientists, and/or data strategists to design..."
"Houston, TX","Sr Data Scientist (Hadoop) - Duluth, Georgia","    Horn Solutions, Inc.",105000.0,Clearly communicate the business and technical benefits of analytics and visualization to both business and technical audiences....
"Dallas, TX","Senior Analyst, Supply Chain Analytics",        Smith Hanley Associates,90000.0,"Senior Data Scientist. -Perform data mining and develop insights that will drive decision making. -Proficiency using big data tools (such as R, Python, Spark..."
"Seattle, WA",Software Engineer - Machine Learning,    NxT Level,117500.0,"MS or PhD degree in Computer Science, Artificial Intelligence, Machine Learning, or related technical field. Exceptional project management skills...."
"Seattle, WA",Software Development Engineer (Back End),    Laetus Recruitment,135000.0,
"Seattle, WA",Bioinformatics Analyst,    Lighthouse Recruiting,85000.0,
"Seattle, WA",Variant Scientist (Remote),    Lighthouse Recruiting,95000.0,We are currently seeking a Variant Scientist for an exciting opportunity to be part of a new molecular clinical laboratory that will be performing Next...
"Portland, OR",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Portland, OR","Data Scientist - Machine Learning, NLP",        WSI Nationwide,142500.0,"Our Data Scientists design, develop, and implement data-driven solutions using machine learning technologies and advanced statistical analyses...."
"Portland, OR",Post Doctoral Scholar,        Oregon Health & Science University,47484.0,Experience with data management. Oregon Health & Science University values a diverse and culturally competent workforce....
"Beaverton, OR 97006 (Triple Creek area)",Corporate Account Manager,    Acumen Executive Search,100000.0,"Account Management, Account Manager, Customer Service, OEM, BioTech, Medical device, sales, business development, CRM, Customer Support, sales forecasting,..."
"Portland, OR",Postdoctoral Fellow,        Oregon Health & Science University,43692.0,
"Portland, OR",Director Data Science,        WSI Nationwide,170000.0,"The selected Director of Data Science candidate will attract, build and lead a team of data scientists, Business Intelligence professionals, analysts and..."
"Denver, CO","SENIOR RESEARCH ANALYST, PORTALS",        Denver Public Schools,69673.0,"Facilitate data loading and validation of district data into portals. Work frequently includes writing queries to pull data, overseeing loading, validation, and..."
"Denver, CO 80216 (Northern Denver area)",Senior Statistical Researcher - Sheriff Department,        City and County of Denver,71671.5,"Performance of professional-level data analysis to evaluate trends and pattern-based, recurring and predictive analysis support...."
"Denver, CO 80204 (Central West Denver area)",SR RESEARCH ANALYST - 17096,        Denver Public Schools,69673.0,"Previous project management experience preferred. Support Research & Evaluation team with annual assessment releases, data requests, and development and..."
"Boulder, CO 80301",Postdoctoral Research Associate,    Space Science Institute,60000.0,
"Denver, CO 80237 (Southeastern Denver area)",Lead Data Scientist,        Edgelink,135000.0,"Big Data Experience. Develop data pipeline to acquire test data for use in model testing. Ideally, proficient with R or Julia and Python (should at least be..."
"Denver, CO",Manager of FP&A,"    Community Investors, Inc.",50000.0,"If you think you might not have all of the requisite data scientist skills, don’t sweat it. CII’s solutions enable its customers to streamline operations,..."
"Phoenix, AZ",Data Architect,        Career Evolutions,150000.0,"As member of the CIO Office, you will ensure that the Corporate Data Platform fulfills the needs of data scientists, developers, and business analysts from the..."
"Phoenix, AZ",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Phoenix, AZ",RESEARCH AND STATISTICAL ANALYST,        Arizona Health Care Cost Containment System,47741.5,And conducts data analysis. The Division of Health Care Management (DHCM) is looking for a highly motivated individual to join our team as a Research and...
"Phoenix, AZ",AIR QUALITY PLANNER 2-3,        State of Arizona,61000.0,"The Air Quality State Implementation Plan ESS 3 position is responsible for drafting complex State Implementation Plans (SIPs), including pollutant-specific..."
"Gilbert, AZ 85295",Paralegal,"    Emord & Associates, P.C.",50000.0,"Conduct research on relevant laws, regulations, legal decisions, and scientific issues. Health care providers;..."
"Goodyear, AZ",Budget & Research Analyst,"    City of Goodyear, AZ",79126.5,"Serve as the budget office subject matter expert and liaison for Priority Based Budgeting, Performance measures and/or other standing or ad hoc committees or..."
"Phoenix, AZ",COMPLIANCE OFFICER - HAZ WASTE,        State of Arizona,55750.0,And serves as a subject matter expert supporting the manager by performing review of work of lower level scientist and peer review....
"Phoenix, AZ",ENVIRONMENTAL SCIENTIST - EMISSIONS,        State of Arizona,55000.0,"The Air Quality Emissions ESS 3 position is responsible for managing the rule writing process including writing rules, synthesizing information provided by the..."
"Phoenix, AZ",RESEARCH & STATISTICS ANALYST,        State of Arizona,37500.0,The work product consists of accurate and timely completion of inputting data to identify project trends; ADEQ administers a variety of programs to improve the...
"Scottsdale, AZ",Web Security Research Analyst,        SiteLock,52500.0,Educate customers by writing timely blog posts on the latest malware and security trends. Comfortable with the Linux command line and regular expressions....
"Phoenix, AZ",ENVIRONMENTAL TECHNICIAN,        State of Arizona,37500.0,"ADEQ administers a variety of programs to improve the health and welfare of our citizens and ensure the quality of Arizona’s air, land and water resources meet..."
"Coral Gables, FL",Senior Research Analyst (Statistical Analysis),        University of Miami,48000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Plantation, FL",Business Development Manager,"    Coastal Risk Consulting, LLC",50000.0,"Coastal Risk Consulting, LLC (CRC), is a SE Florida-based, geospatial data and analytics startup. We began business in 2015 with three world-class scientists..."
"Jacksonville, FL",Data Scientist,    Steeful,75000.0,SAS – fancy data manipulation; Healthcare and marketing/customer care horizontal....
"Jacksonville, FL",Environmental Scientist,    AirMD,47500.0,"Responsibilities include conducting environmental assessments on project sites, sampling, data analysis, project support, proposal creation and report writing...."
"Indianapolis, IN",Manager of Information Technology,    Ambassador Inc.,60000.0,"Will create project plans, manage risk, escalate appropriately, communicate project status, remove roadblocks and ensure cross functional clarity of scope,..."
"Indianapolis, IN",Fermentation Technician (Level II),"    Xylogenics, Inc.",45000.0,"(2) Demonstrated flexibility to adjust activities and re-prioritize time to meet project goals, (4) it is paramount that a successful candidate will have..."
"Indianapolis, IN 46202",Medical Technologist (Microbiology),        Department of Veterans Affairs,57623.5,"Clinical practice programs completed after 1974 must have been accredited by the National Accrediting Agency for Clinical Laboratory Sciences (NAACLS),..."
"New York, NY",Data Scientist,        Oliver James Associates,160000.0,"Integrate and mine large data sets, connecting data from disparate sources to identify insights and patterns using predictive and prescriptive analytics, and..."
"New York, NY",Senior Data Scientist,        Jobspring Partners,135000.0,Minimum 3 years experience in a data science or data analytics role on a product. The Data Scientist needs to have strong opinions on which analytics tools are...
"New York, NY",Data Scientist (Media Company),    Averity,120000.0,"Machine Learning is at the core of everything we do, and we are building internal products to serve our various departments using Machine Learning...."
"New York, NY",Senior Data Scientist - Modeling,    Harnham,150000.0,Senior Data Scientist - Modeling. Senior Data Scientist | Media | Computer Science | Machine Learning | Modeling | Data Engineering....
"New York, NY 10017 (Midtown area)",Senior Quantitative Financial Analyst-Audit Model Risk,    Access Staffing LLC,170000.0,"Expertise in one of R, SAS, C++, MatLab, Java. In a quantitative discipline such as mathematics, statistics, operations research, physics, or economics...."
"New York, NY",Senior Data Scientist - NLP and Machine Learning,    Harnham,180000.0,"Senior Data Scientist - NLP and Machine Learning. Essentially you will manage solution and production development from conception to delivery, including data..."
"New York, NY",Head of Machine Learning,        Execu | Search,162500.0,The Head of Machine Learning will be responsible for the application of machine learning techniques to unstructured data to extrapolate alpha signals....
"Chicago, IL",Senior Data Scientist,        Workbridge Associates,130000.0,"The ideal candidate will have a strong sense of predictive modeling or machine learning experience and has been hands on using Python, R, Hadoop, Spark, and..."
"Chicago, IL",Lead Data Scientist (Data Visualization),        Workbridge Associates,122500.0,"The ideal candidate will have a strong sense of predictive modeling or machine learning experience and has been hands on using Python, R, Hadoop, Spark, and..."
"San Jose, CA",Software Engineer/Machine Learning,        LB & Associates,175000.0,"Deep Learning and Machine Learning predicative models;  Develop end-to-end distributed machine learning system, from data collection,...."
"Los Angeles, CA",Lead Data Scientist,    HERO.jobs,160000.0,"They need a Lead or Principal level Data Scientist who is an expert with Machine Learning to work with a talented team based near Downtown Los Angeles, CA...."
"Los Angeles, CA",Senior Data Scientist,    Elevano,160000.0,Our Client is a very well funded FinTech company leaning heavily on machine learning algorithms to deliver liver very customized analytics to their customers....
"Washington, DC",Senior Research & Policy Analyst,    Population Action International (PAI),72500.0,"Ensure that project work is implemented in an efficient, effective manner that aligns with PAI target objectives, manages project budget, and oversee project..."
"Boston, MA 02114 (Back Bay-Beacon Hill area)","Software Engineers (Scala / Java / Python, Hadoop, Machine L...",        WinterWyman,120000.0,You will work on consumer and enterprise (SaaS) systems that leverage big data analytics and machine learning....
"Atlanta, GA",Statistician - Model Validation,        Smith Hanley Associates,105000.0,For consideration please send your resume to Nancy Darian - ndarian@smithhanley.com. Fortune 500 company is seeking a Statistician - Model Validation to join an...
"Seattle, WA",Software Development Engineer (Back End) (Local candidates o...,    Laetus Recruitment,135000.0,"The position is at a fast-growing startup in an emerging industry consisting of data scientists, engineers, product marketers and financiers...."
"Seattle, WA",Certifying Scientist,    Lighthouse Recruiting,72500.0,"The Laboratorian features a list of open clinical lab jobs, the latest industry news, salary information, volunteer opportunities, upcoming laboratory..."
"Aurora, CO",Professional Research Assistant,        University of Colorado,50000.0,"The Colorado School of Public Health is the first and only accredited school of public health in the Rocky Mountain Region, attracting top tier faculty and..."
"Denver, CO",Government Enterprise Architect,        xentity corporation,111000.0,"Bachelor's Degree with a Masters in Business Administration, Information Technology, or specific relevant subject area...."
"Phoenix, AZ","Information Technology Support Analyst, Senior (Phoenix, AZ)",        The University of Arizona,47058.5,"As a project manager, defines scope, plans, organizes and directs project teams involved in large and/or complex systems hardware and/or software projects...."
"Indianapolis, IN 46226",Process Scientist,    Apex Life Sciences,80000.0,Interpretation of mass-spectral data. Independent data based decision making. Apply solution phase as well as solid phase synthetic methods for the preparation...
"Manhattan, NY",DATA ANALYST,        HRA/DEPT OF SOCIAL SERVICES,59984.5,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
