location,title,company,salary,summary
"Lenexa, KS","Scientist, Forensic (Temp) Lenexa, KS",        Quest Diagnostics,NA,"""Empowering Better Health with Diagnostic Insights."". Follow all written procedures in departmental SOP, prepare and verify performance of all new reagents,..."
"Lenexa, KS","Scientist, Forensic II in Lenexa, KS",        Quest Diagnostics,NA,"""Empowering Better Health with Diagnostic Insights."". [All requirements are subject to possible modifications to reasonably accommodate individuals with..."
"Kansas City, MO",Gage Design Engineer,        Honeywell,NA,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Lenexa, KS",Asbestos Project Manager,        Terracon,NA,May oversee work performed by lower level environmental scientists and technicians. Projects may include building assessments and testing for the presence of...
"Kansas City, MO 64111 (Valentine area)",Buyer / Expeditor Water/Wastewater,        HDR,NA,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists...."
"Kansas City, MO",Sr. Human Resources Generalist,        Honeywell,NA,"Approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality, delivery,..."
"Lenexa, KS","Scientist, Forensic (Nights) in Lenexa, KS",        Quest Diagnostics,NA,"""Empowering Better Health with Diagnostic Insights."". It also requires a BS or BA degree in Chemistry, Biology, Medical Technology, or in any Scientific fields..."
"Kansas City, MO",Quality Receiving Inspector,        Honeywell,$17.17 an hour,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Overland Park, KS 66210",Medical Laboratory Scientist,        Shawnee Mission Medical Center,NA,"The largest health care provider in Johnson County, Kansas, the SMH network includes SMMC and SMH - Prairie Star and will soon include SMH - Blue Valley, a..."
"Shawnee, KS",LC/MS - Small Molecule - Junior OR Senior Analyst,    Grafton Staffing Companies,NA,
"Kansas City, MO",Staff Environmental Professional,        Burns & McDonnell,NA,"Minimum of 3 years of related experience, including 3 or more years designing and implementing environmental remediation technologies, including 3 or more years..."
"Kansas City, MO",ISC Engineering Technologist,        Honeywell,NA,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Kansas City, MO",Software Architect- Hadoop,        Cerner Corporation,NA,"1+ years of experience with a focus on Big Data/IoT related Microsoft Azure services including Ingestion (Event Hub, Apache Kafka, Data Factory), Analytics,..."
"Overland Park, KS 66204",INVESTMENT MANAGER RESEARCH ANALYST,"    DeMarche Associates, Inc.",NA,
"Lenexa, KS","Scientist, Forensic (Temporary F/T - Evening) in Lenexa, KS",        Quest Diagnostics,NA,"""Empowering Better Health with Diagnostic Insights."". Follow all written procedures in departmental SOP, prepare and verify performance of all new reagents,..."
"Kansas City, MO",National MGP Practice Leader,        Burns & McDonnell,NA,The successful candidate will also be responsible for managing technical aspects of investigation and remediation projects and will serve as a subject matter...
"Kansas City, MO",Supplier Quality Engineer - Multiple Levels,        Honeywell,NA,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Kansas City, MO",Production Fabricator,        Honeywell,$16.80 an hour,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Shawnee Mission, KS 66202",Medical Laboratory Scientist Prairie Star Lab FT Days,        Shawnee Mission Medical Center,NA,"The largest health care provider in Johnson County, Kansas, the SMH network includes SMMC and SMH - Prairie Star and will soon include SMH - Blue Valley, a..."
"Overland Park, KS",Senior Scientific Project Manager,    Apex Life Sciences,NA,"The Senior Scientific Project Manager leads the operational teams, manages key relationships with internal and external stakeholders and ensures all aspects of..."
"Kansas City, MO",Engineer Mechanical- Early in Career,        Honeywell,NA,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Kansas City, MO",Project Manager,        Volt Workforce Solutions,NA,"Communicate with Clients, other Project Managers, Program Managers, Associate Scientists, regulators, and insurance representatives in the field and office...."
"Kansas City, MO",Electrical Engineer (Product or Process) - Experienced,        Honeywell,NA,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Lenexa, KS 66215",IT Manager,    American College of Clinical Pharmacy,NA,
"Shawnee Mission, KS 66202",Medical Laboratory Scientist Prairie Star Lab PT Nights,        Shawnee Mission Medical Center,NA,"The largest health care provider in Johnson County, Kansas, the SMH network includes SMMC and SMH - Prairie Star and will soon include SMH - Blue Valley, a..."
"Kansas City, MO",Electrical Engineer (Product or Process) - Early in Career,        Honeywell,NA,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,..."
"Lee's Summit, MO",SLEH- Clinical Lab Scientist I- Full Time Eve,        Saint Luke's Health System,NA,"SAINT LUKE'S EAST HOSPITAL, Clinical Lab Scientist, Full Time Evenings. Clinical Lab Scientist performs accurate and reliable analysis requiring a complex..."
"Kansas City, MO 64101",Clinical Lab Scientist I,        Saint Luke's Health System,NA,"Correlates and interprets data based on knowledge of physiological conditions affecting test results. Recognizes technical, instrumental or physiological..."
"Kansas City, MO 64111 (Valentine area)",Senior Estimator - Transmission & Distribution,        HDR,NA,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists...."
"Kansas City, MO",Medical Technologist ASCP - Microbiology - Full Time Days,        Research Medical Center,NA,"To ensure that we exceed our patients’ health care needs, we staff over 700 doctors who represent 29 medical specialties...."
"Kansas City, MO 64101",Clinical Lab Scientist PRN Micro,        Saint Luke's Health System,NA,"Correlates and interprets data based on knowledge of physiological conditions affecting test results. Recognizes technical, instrumental or physiological..."
"Kansas City, MO 64101",Clinical Lab Scientist FT,        Saint Luke's Health System,NA,"Correlates and interprets data based on knowledge of physiological conditions affecting test results. Recognizes technical, instrumental or physiological..."
"Lee's Summit, MO",Clinical Lab Scientist I- Part Time Night,        Saint Luke's Health System,NA,"Clinical Lab Scientist, Part Time Nights. Clinical Lab Scientist performs accurate and reliable analysis requiring a complex network of steps and variables...."
"Lee's Summit, MO",Clinical Lab Scientist I- Full Time Night,        Saint Luke's Health System,NA,"Clinical Lab Scientist, Full Time Night. Clinical Lab Scientist performs accurate and reliable analysis requiring a complex network of steps and variables...."
"Kansas City, MO 64101",Clinical Lab Scientist - PRN Eve. Hematology,        Saint Luke's Health System,NA,"Correlates and interprets data based on knowledge of physiological conditions affecting test results. Recognizes technical, instrumental or physiological..."
"Leavenworth, KS 66043",Clinical Lab Scientist I - FT Nights,        Saint Luke's Health System,NA,
"Lee's Summit, MO",SLEH- Clinical Lab Scientist I- Full Time Night,        Saint Luke's Health System,NA,"SAINT LUKE'S EAST HOSPITAL, Clinical Lab Scientist, Full Time Night. Clinical Lab Scientist performs accurate and reliable analysis requiring a complex network..."
"Lee's Summit, MO",Clinical Lab Scientist I- Part Time Evening,        Saint Luke's Health System,NA,"SAINT LUKE'S EAST HOSPITAL, Clinical Lab Scientist, Part Time Evening. Clinical Lab Scientist performs accurate and reliable analysis requiring a complex..."
"Westerville, OH",Intern - Junior Data Scientist (Perfect Execution),        Vertiv Co.,NA,"Intern - Junior Data Scientist (Perfect Execution). Tracking data for analysis. Microsoft SQL Server. Mar 30, 2017, 11:15:02 AM...."
"Granville, OH 43023",Data Scientist,        OWENS CORNING,NA,Stakeholder feedback on analysis conducted Analytics and visualization consultancy to support stakeholders Maintain an up to date knowledge of the area of...
"Columbus, OH",CCB Risk - Senior Data Scientist - Vice President,        JPMorgan Chase,NA,"Write computer programming code in R, SAS, Python, and Scala to perform statistical analyses and develop machine learning solutions to business problems...."
"Dublin, OH 43017",Consultant - Operations Research Analyst,        Cardinal Health,NA,"Builds custom quantitative models by applying advanced statistical methods such as causal and predictive modeling, forecasting, data mining, simulation, and/or..."
"Columbus, OH",Data Scientist,        Express,NA,"O2+ years in an analytics, statistics, econometrics, or data scientist role. Delivering and explaining advanced analytics insights to non-technical audiences...."
"Columbus, OH",Statistical Analyst,"    Champion Technical Search, Inc.",NA,"Proficient in data analytics function, pivot tables, v-lookup formulas, and name manager functions preferred...."
"Columbus, OH 43231 (Northland area)",Data Scientist,    Information Control Corporation,NA,"ICC is building a data science practice with data scientists, data engineers, and supply chain experts with broad experience using advanced analytics to enable..."
"Columbus, OH",Data Science Director,        Huntington,NA,"Must have strong understanding of data mining models, structures, theories, principles, and practices, including machine learning, statistics and text mining..."
"Columbus, OH 43205 (Near East area)",Data Scientist II - RI Solutions & Innovations,        Nationwide Children's Hospital,NA,Ideal candidates should enjoy flexing their data analytics muscles to solve intriguing clinical or research problems that may directly or indirectly impact...
"Columbus, OH 43201 (Weinland Park area)",Machine Learning Developer,        Battelle,NA,"Experience applying machine learning techniques to noisy, uncertain and/or dynamic data sets. Design and implementation of machine learning software solutions..."
"Columbus, OH",Statistical Analyst,    National Career Group,"$65,000 a year","Proficient in data analytics function, pivot tables, v-lookup formulas, and name manager functions. Participate in planning and execution of departmental..."
"Franklin County, OH",Assessment Research Analyst,    State of Ohio Jobs,"$55,515 - $75,421 a year",Collects data and analyzes data with statistical analysis software; Data resource allocation process; Is your strength data analysis?...
"Hilliard, OH 43026",Senior Data Scientist,        Verizon,NA,"Strong hands-on experience with SQL and statistical software packages such as SAS, SPSS, R, and/or Python. Familiarity and experience with creating analytical..."
"Columbus, OH",Market Research Analyst,        Huntington,NA,"To demonstrate our commitment to health and wellness, Huntington will not hire any candidate who uses tobacco or any nicotine product including, but not limited..."
"Columbus, OH",Intern - Data Analysis,        McGraw-Hill Education,NA,"Reporting to the Sales Data Team group, you’ll be working closely with a well-regarded team of data experts to provide market insights and real-time measurement..."
"Columbus, OH 43203 (Near East area)","Director, Data Analysis & Compliance",        Columbus Urban League,"$60,000 - $62,000 a year","Process and monitor agency data reports to ensure the accuracy of agency outcomes. Director, Data Analysis & Compliance...."
"Columbus, OH",Director of Machine Learning & Real Time Bidding Systems,    The Shipyard,NA,"As a key role on the Data Science and Analytics team at The Shipyard, the Director of Machine Learning and Real Time Bidding Systems will be responsible for..."
"Columbus, OH",Technical Intern,        Arcadis:US,NA,"Join our specialist teams of engineers, scientists and consultants and be uniquely positioned to provide safe and secure water technology that is built to..."
"Westerville, OH",Workforce Tech - Application Developer - Big data,        JPMorgan Chase,NA,Work closely with data scientists and engineers to design and maintain scalable data models and pipelines. The next generation data & analytics platform for HR....
"Columbus, OH",Scientist I / II - Analytical Development,        West-Ward Pharmaceutical Corp.,NA,Qualifications for a Scientist I:. Reviews and checks analytical data generated by peers and maintains integrity of data....
"Columbus, OH 43201 (Weinland Park area)",Public Health Research Scientist,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Columbus, OH",Data Scientist,    Harnham,"$130,000 a year",An opportunity for technical data scientists to join an innovative boutique consultancy to support the surge in demand of new data science projects on behalf of...
"Dublin, OH",Machine Learning/ NLP Engineer,    Hansya LLC,NA,Data Science (Optional). Compensation is a highly competitive salary plus equity opportunities. NLP....
"Columbus, OH 43201 (Weinland Park area)",Operations Research Scientist,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Columbus, OH",Programmer Intern - Machine Learning,        American Chemical Society,NA,"CAS, a division of the American Chemical Society, we are scientists, technologists and business leaders who continuously and passionately pursue new knowledge..."
"Dublin, OH",EHS Intern,        Ashland,NA,"Our people—molecular scientists, chemists, process engineers, logisticians, research scientists, economists, analysts, compliance auditors, salespeople, safety..."
"Columbus, OH",Post Doctoral Researcher,        The Ohio State University,"$47,500 - $53,000 a year","In a relevant field such as genetic epidemiology, statistical genetics, biostatistics or bioinformatics is required...."
"Columbus, OH",Predictive Modeling PR9907,"    Pryor Personnel Agency, Inc.",NA,JOB DESCRIPTION Predictive Modeling opening in Ohio. Develop and maintain multivariate pricing and other models involving Commercial lines; identify new...
"Franklin County, OH",Assessment Research Analyst,        State of Ohio,"$55,515 - $75,421 a year",Collects data and analyzes data with statistical analysis software; Data resource allocation process; Is your strength data analysis?...
"Columbus, OH 43201 (Weinland Park area)",Polymer Science and Engineering Research Associate,        Battelle,NA,"You will work closely with such disciplines as Chemists, Material Scientists, Biochemists and Project Managers depending on the project scope...."
"Columbus, OH",Director-00,        The Ohio State University,"$105,000 - $120,000 a year","With 38 departments, 20+ world-class research centers, and more than 2,000 faculty and staff members, our students, undergraduate and graduate, have the unique..."
"Columbus, OH 43212",Data Scientist,    Bookstores.com,NA,"They work with the team to manage the backlog of questions, develop analytical plans before projects are initiated, execute the analytical plan, uncover key..."
"Westerville, OH",Hadoop System Analyst Lead – Big Data,        JPMorgan Chase,NA,"Collaborate with big data engineers, data scientists and others to provide development coverage, support, and knowledge sharing and mentoring of junior team..."
"Columbus, OH 43215 (Downtown area)",Operations Support/ Data Analysis,        Axelon Services Corporation,NA,Operations Support/ Data Analysis. Detail oriented data management and analysis. Fortune 500 Pharmaceutical Company....
"Hilliard, OH 43026",Machine Learning Scientist,        Experis,NA,
"Columbus, OH 43215 (Downtown area)",Data Scientist,        ComResource,NA,Experience working with large SQL data models. Will use technologies from Machine Learning. Working knowledge of health care systems and healthcare terminology....
"Columbus, OH 43219 (Northeast area)",Senior Statistical Consultant,        Alliance Data - Retail,NA,"Extract credit and retail transaction data, extend company data with third party sources, address common data issues and enhance data quality, conduct data..."
"Columbus, OH 43240 (Far North area)",Software Engineer,        Veterans Sourcing Group,NA,"You manage your project priorities, deadlines and deliverables and adapt to changes and setbacks in order to manage expectations, prove and apply theories..."
"Columbus, OH 43219 (Northeast area)",Research Analyst,        Experis,NA,Applies qualitative or quantitative analytical techniques to analyze data and/or information obtained from research....
"Columbus, OH",Senior Statistical Consultant,        AllianceData,NA,"Extract credit and retail transaction data, extend company data with third party sources, address common data issues and enhance data quality, conduct data..."
"Columbus, OH",Sr. SAS Statistical Modeler and Developer,        JPMorgan Chase,NA,Generate deep insights through the analysis of data and understanding of operational processes and turn them into actionable recommendations....
"Columbus, OH",Applications Programmer,        American Chemical Society,NA,"At CAS, a division of the American Chemical Society, we are scientists, technologists and business leaders who continuously and passionately pursue new..."
"Columbus, OH 43205 (Near East area)",Post Doc Scientist Yr 1-3 Epidemiology- RI CIRP Zhu,        Nationwide Children's Hospital,NA,"Assist in data analysis. Develop first-authored and co-authored articles in transportation safety (e.g., cell phone use while driving, traffic laws, health..."
"Columbus, OH 43203 (Near East area)",Data Analysis Coordinator,        Columbus Urban League,$18 an hour,This position will also manage all data and program spreadsheets that are used for tracking and reporting purposes....
"Columbus, OH",Statistical Business Analyst,    National Career Group,"$65,000 a year","Will also act as a liaison between engineering managers, senior managers, division directors, and department management in budget and business activities to..."
"Columbus, OH",Sales Intern,        American Chemical Society,NA,"At CAS, a division of the American Chemical Society, we are scientists, technologists and business leaders who continuously and passionately pursue new..."
"Columbus, OH 43205 (Near East area)",Post Doctoral Scientist Yr 1-3 - RI Cardio Trask,        Nationwide Children's Hospital,NA,A postdoctoral scientist position is available working under the mentorship of Dr. The detail-oriented candidate will be proficient in preparing scientific...
"Columbus, OH 43201 (Weinland Park area)",Genomics Research Associate,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Columbus, OH",Sales Representative,    The Shipyard,NA,"Combining the expertise of marketers, software developers, and data scientists with that of former insurance agents, financial advisors and product..."
"Columbus, OH 43204 (Greater Hilltop area)",Microbiologist,        Merieux NutriSciences,NA,"Our team of scientists and technicians is committed to providing clients with accurate results, delivered on time, with uncompromising ethics, honesty, personal..."
"Columbus, OH",Senior Analytics Engagement Manager,        JPMorgan Chase,NA,"Manage complex, multi-faceted analytical projects and cross-functional teams (e.g., data scientists, business, IT) to deliver project objectives...."
"Dublin, OH",Business Support Specialist,        Ashland,NA,"Our people—molecular scientists, chemists, process engineers, logisticians, research scientists, economists, analysts, compliance auditors, salespeople, safety..."
"Columbus, OH",Inside Sales Consultant,    The Shipyard,NA,"Combining the expertise of marketers, software developers, and data scientists with that of former insurance agents, financial advisors and product..."
"West Jefferson, OH",Veterinary Clinical Pathologist II,        Battelle,NA,"Clinical pathology interpretation of results, oversight of clinical pathology laboratories, and responsible for ensuring continued regulatory compliance and..."
"Columbus, OH",Scrum Master,        American Chemical Society,NA,"At CAS, a division of the American Chemical Society, we are scientists, technologists and business leaders who continuously and passionately pursue new..."
"Columbus, OH 43205 (Near East area)",Research Assistant Exempt- Research Muszynski Lab,        Nationwide Children's Hospital,NA,The Center for Clinical and Translational Research at the Research Institute at Nationwide Children’s Hospital seeks a highly motivated individual for a...
"Columbus, OH",Sales Consultant,    The Shipyard,NA,"Combining the expertise of marketers, software developers, and data scientists with that of former insurance agents, financial advisors and product..."
"Columbus, OH 43228 (Westland area)",Pharma Operator,        Ashland,NA,"Our people—molecular scientists, chemists, process engineers, logisticians, research scientists, economists, analysts, compliance auditors, salespeople, safety..."
"Columbus, OH 43201 (Weinland Park area)","Engineering Manager, Quality Design & Development",        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Dublin, OH",Composites Summer Student,        Ashland,NA,"Our people—molecular scientists, chemists, process engineers, logisticians, research scientists, economists, analysts, compliance auditors, salespeople, safety..."
"West Jefferson, OH 43162",Inhalation Scientist,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Columbus, OH 43227",Performance Research Engineer,        Experis,NA,Large data analysis and data visualization experience. The role bridges the gap between Software Engineer and Research Scientist....
"Columbus, OH 43240 (Far North area)",Java/Data Engineering Developer,        SGA,NA,"Large data analysis and data visualization experience. In this role, you'll work alongside world-class scientists to bring their ideas to life by implementing..."
"Dublin, OH",Quality Laboratory Technician - NQAC,        Nestle USA,NA,"In addition, Nestlé offers exceptional rewards, health, and retirement benefits to the lives of our employees and their families are enhanced and that the..."
"Columbus, OH 43201 (Weinland Park area)",Genomics Researcher,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"West Jefferson, OH 43162",Veterinay Anatomic Pathologist III,        Battelle,NA,Experience in collaboration with discovery and regulatory scientists and benchmarking/implementing state of the art clinical pathology technologies....
"Columbus, OH","Wetland Scientist - Columbus, OH",    Encore Search Partners,NA,"Project management, wetland delineation, stream surveys, GIS mapping, and report writing. Relevant work experience may include biology, botany, ecology,..."
"Columbus, OH",Inside Sales Representative,    The Shipyard,NA,"Combining the expertise of marketers, software developers, and data scientists with that of former insurance agents, financial advisors and product..."
"Columbus, OH","Manager, Analytical Development - Validation Group",        West-Ward Pharmaceutical Corp.,NA,"A minimum of 3 years of proven coaching, and mentoring scientists and/or 3 years on a supervisory role is required along with demonstrated ability to motivate,..."
"Columbus, OH 43205 (Near East area)","Director, IGM Clinical Laboratory",        Nationwide Children's Hospital,NA,"In conjunction with the IGM Executive Directors, IGM Clinical Laboratory Senior Director, and other IGM Clinical Laboratory Director(s), assumes responsibility..."
"Columbus, OH 43201 (Weinland Park area)",Research and Development Leader for Neurotechnology,        Battelle,NA,"Leading a motivated team of accomplished neurotechnology scientists and engineers in Battelle’s medical device group, working with clinical and industry..."
"Columbus, OH 43228 (Westland area)",Safety Specialist,        Ashland,NA,"Our people—molecular scientists, chemists, process engineers, logisticians, research scientists, economists, analysts, compliance auditors, salespeople, safety..."
"Columbus, OH 43215 (Downtown area)",Associate Scientist I,        Experis,NA,"Technical Support Scientist. Accurately and precisely entering data into product development software. At times, data being entered will require complex..."
"Columbus, OH",Medical Lab Scientists,    Apple Connections LLC,NA,"Medical Lab Scientists*. Collaborate with Physicians in regards to patient data, and findings based on Physician orders...."
"Dublin, OH",Procurement Specialist,        Ashland,NA,"Our people—molecular scientists, chemists, process engineers, logisticians, research scientists, economists, analysts, compliance auditors, salespeople, safety..."
"West Jefferson, OH 43162",Inhalation Specialist,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"West Jefferson, OH 43162",Research Leader - Toxicology,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"West Jefferson, OH 43162",DART Master Technician,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"West Jefferson, OH 43162",DART Senior Technician,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Lewis Center, OH 43035",Entry Level Environmental Scientist,"    August Mack Environmental, Inc.",NA,"Prepare Health and Safety Plans (HASP) and review and enforce plans at the project site. Collect, record, and evaluate scientific data...."
"Columbus, OH 43201 (Weinland Park area)",Trace Analytical Chemist,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Columbus, OH",VP-Marketing Data Scientist Manager (Business Banking) Colum...,        JPMorgan Chase,NA,Strong project management skills – the ability to manage multiple projects and prioritize work requirements to work in multi-disciplinary team setting....
"Columbus, OH 43205 (Near East area)",Clinical Genomics Variant Scientist,        Nationwide Children's Hospital,NA,"Demonstrates ability to provide accurate and timely variant assessment, including evaluation of published literature and clinical data to provide accurate,..."
"Columbus, OH",Pharmaceutical Sales Specialist,        AstraZeneca,NA,Experience working with Medical Information Scientists (MIS). You will develop a superior product and disease state knowledge and effectively educate and engage...
"West Jefferson, OH 43162",Veterinary Anatomic Pathologist II,        Battelle,NA,Experience in collaboration with discovery and regulatory scientists and benchmarking/implementing state of the art clinical pathology technologies....
"Columbus, OH 43201 (Weinland Park area)",Trace Environmental Analytical Chemist,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Dublin, OH",Chemistry Lab Technician,        Nestle USA,NA,"In addition, Nestlé offers exceptional rewards, health, and retirement benefits to the lives of our employees and their families are enhanced and that the..."
"Columbus, OH 43204 (Greater Hilltop area)",Customer Care Scientist,        Merieux NutriSciences,NA,"A general knowledge of food testing methods or scientific process obtained from a degree in Food Science, Microbiology, Chemistry or direct relevant laboratory..."
"Columbus, OH",Sales Development Representative,    The Shipyard,NA,"Combining the expertise of marketers, software developers, and data scientists with that of former insurance agents, financial advisors and product..."
"West Jefferson, OH 43162",Laboratory Animal Technician Trainee,        Battelle,NA,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and..."
"Columbus, OH 43205 (Near East area)",Post Doctoral Scientist 1-3 - RI CIRP,        Nationwide Children's Hospital,NA,"This position is created with funding support from the College of Public Health and the Center for Pediatric Trauma Research at NCH, to explore new statistical..."
"Columbus, OH","Scientist I, QC Microbiology",        West-Ward Pharmaceutical Corp.,NA,"Data entry - all testing data needs to be documented. Bachelor’s degree relating to scientific field. To ensure that all products, raw materials and the..."
"New York, NY 10018 (Clinton area)",Data Scientist,        JW Player,NA,Provide expertise on machine learning concepts for the broader Data team and inspire the adoption of data science across the entire breadth of our organization....
"New York, NY",Data Scientist,        Movable Ink,NA,"As a Data Scientist at Movable Ink, you’ll be working on the newest product research area of Machine Learning, analyzing the abundance of data at our disposal...."
"New York, NY",Machine Learning,        Twitter,NA,"Cortex is a team of software engineers, data scientists, and research scientists dedicated to developing state-of-the-art machine learning capabilities to..."
"New York, NY",Senior Data Scientist,    Socure,NA,"Experience with R, data mining, machine learning, statistical modeling tools and underlying algorithms. Develop machine learning, data mining, statistical, and..."
"New York, NY",Machine Learning Infrastructure Engineer,    Schrodinger,NA,Experience with machine learning and statistical methods. General understanding of the physics underlying protein-ligand binding....
"New York, NY",Data Analytics Engineer,    Fractal Industries,NA,"You will join a growing multi-disciplinary team of Data Scientists, Engineers, and Solutions Experts with deep domain knowledge working to develop new..."
"New York, NY",Data Science Manager,    HarperCollins Publishers Inc.,NA,"Manages a small team of data scientists. Software Engineering, Mathematics, Statistics, Computer Science or related fields) 2 to 3 years’ experience in a Data..."
"New York, NY 10022 (Midtown area)","Quantitative Strategies, Index & Alpha – Analyst/Associate (...",        Credit Suisse,NA,"Experience working with large data sets and intermediate knowledge of SQL & Excel VBA. Credit Suisse maintains a Working Flexibility Policy, subject to the..."
"New York, NY 10036",Quantitative Finance Analyst,        Bank of America,NA,"Strong coding ability in R , Python and C++ is a plus. Candidate will work closely with front office and Global Risk Analytics model developers, as well as..."
"New York, NY 10005 (Financial District area)",Real World Evidence Statistical Analyst,        Barrington James,"$110,000 a year",
"New York, NY 10016 (Gramercy area)",Lead Data Scientist,        Aetna,NA,Deep knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources....
"New York, NY 10022 (Midtown area)",Model Validation Quantitative Analyst,        Credit Suisse,NA,"Credit Suisse maintains a Working Flexibility Policy, subject to the terms as set forth in the Credit Suisse United States Employment Handbook...."
"Jersey City, NJ",Data Scientist - Contract to Hire,        Forbes Media LLC,NA,Establishing best practices for data collection andanalysis Determining data warehouse and analysis tools toimplement Working closely with editors and product...
"New York, NY 10017 (Midtown area)","Senior Scientist, Oncology Target Discovery",        Pfizer,NA,Well-qualified candidates will have a track record of scientific accomplishments as evidenced by a strong publication record....
"New York, NY 10022 (Midtown area)",Quantitative Analyst – Counterparty Credit Risk (VP),        Credit Suisse,NA,"Credit Suisse maintains a Working Flexibility Policy, subject to the terms as set forth in the Credit Suisse United States Employment Handbook...."
"New York, NY 10022 (Midtown area)",Model Validation Quantitative Analyst (VP),        Credit Suisse,NA,"Credit Suisse maintains a Working Flexibility Policy, subject to the terms as set forth in the Credit Suisse United States Employment Handbook...."
"New York, NY",Freelance Data Scientist,        Solomon Page,NA,"Provide business insights driven from data and analytics (e.g. Experience working with large data sets, simulation/optimizations, data visualization...."
"New York, NY 10022 (Midtown area)",Quantitative Analyst - Credit Exposure,        Credit Suisse,NA,"Credit Suisse maintains a Working Flexibility Policy, subject to the terms as set forth in the Credit Suisse United States Employment Handbook...."
"New York, NY",Data Scientist,"    AbleTo, Inc.",NA,"With our Research team, you will build claims-based predictive models to identify patients who can benefit from our programs and drive value for our clients..."
"New York, NY",Business/Statistical Analyst,        AIG,NA,"AIG is seeking a bright, energetic Business/Data Analyst to join the Client & Broker Analytics, part of AIG’s Commercial Marketing Research & Analytics team...."
"New York, NY 10002 (Lower East Side area)",Data Scientist Manager - Advanced Risk & Compliance Analytic...,        PricewaterhouseCoopers LLC,NA,"Leveraging project management skills in relation to data management projects, including developing project plans, budgets, and deliverables schedules;..."
"New York, NY 10014 (West Village area)",Analyst,        Squarespace,NA,Identify opportunities to scale solutions to common problems and collaborate with data scientists to implement them....
"Elmwood Park, NJ","Scientist, Biomedical Informatics – Molecular Oncology","    GeneDx, Inc",NA,Postdoctoral or other clinical work experience in Genomics is strongly preferred. The primary role will be to perform scientific analysis of sequencing variants...
"Jersey City, NJ",Data Scientist,    fractalanalytics,NA,"Integrate and mine large data sets, connecting data from disparate sources to identify insights and patterns using predictive and prescriptive analytics, and..."
"New York, NY",Industry Research Analyst,        IBISWorld,NA," Analyzing macroeconomic, demographic and industry-specific financial data to identify and clearly communicate key business trends...."
"New York, NY",Machine Learning Researcher,    IJC Associates,NA,"Strong scientific programming in Python, R or Matlab. Researchers are responsible for applying, adapting, and extending existing results in the broad field of..."
"New York, NY",Junior Research Analyst - Index,        Société Générale,NA,"The job will also involve using a variety of data platforms including Bloomberg, Factset and Datastream so experience of these would be beneficial...."
"New York, NY 10271 (Financial District area)",Data Scientist PC,        CAPCO,NA,"Uses predictive modeling, statistics, Machine Learning, Data Mining, and other data analysis techniques to collect, explore, and extract insights from structure..."
"New York, NY",Junior Research Analyst - Index,    SG CIB,NA,
